X,Y,OBJECTID,CNES,NOME,CAP,EQUIPES,ENDERECO,BAIRRO,TELEFONE,EMAIL,HORARIO_SEMANA,HORARIO_SABADO,TIPO_ABC,TIPO_UNIDADE,DATA_INAUGURACAO,Flg_Ativo,CNES_,GlobalID
-4828034.4793,-2615679.5214,841,2269945,SMS RIO HOSPITAL MATERNIDADE ALEXANDER FLEMING,33,15 - MADUREIRA,"JORGE SHMIDT, 331",MARECHAL HERMES, , ,24h,24h,-,HOSPITAL,1956/01/15 02:00:00+00,,2269945,5e507628-5797-4bea-862d-68ed584fce83
-4836688.3975,-2616655.7921,842,2270455,SMS CMS PADRE MIGUEL - AP 51,51,17 - BANGU,"RUA SANTO EVALDO, S/N",PADRE MIGUEL,(21)3335-0532,cmspadremigueldocs@gmail.com,7 às 18h,8 às 12h,C,CMS,1981/07/15 03:00:00+00,,2270455,4a929778-db33-475a-8513-6b3ac7985de5
-4828725.6183,-2609468.8994,843,6793231,SMS CF EPITACIO SOARES REIS - AP 33,33,25 - PAVUNA,"AV CHISOSTOMO PIMENTEL DE OLIVEIRA, S/N",PAVUNA,21 24555671,epitaciosoaresreis@gmail.com,7 às 18h,8 às 12h,A,CLINICA DA FAMILIA,2011/07/05 03:00:00+00,,6793231,20709a4a-8616-401f-9efb-6ca9e20e12ef
-4810445.8793,-2622787.2038,844,6028233,SMS CF ESTACIO DE SA - AP 10,10,3 - RIO COMPRIDO,"RUA DO BISPO, 159",RIO COMPRIDO,(21) 3259-1135,gerencia.cfestaciodesa@gmail.com,7 às 18h,8 às 12h,A,CLINICA DA FAMILIA,2000/10/16 03:00:00+00,,6028233,f85838ec-bdbb-4446-86c7-6cea31c9f40f
-4816555.9612,-2615154.7907,845,6524486,SMS CF RODRIGO Y AGUILAR ROIG - AP 31,31,29 - COMPLEXO DO ALEMAO,"ESTRADA DO ITARARE, 650",COMPLEXO DO ALEMAO,(21)98498-3242,cfrodrigoroig@vivario.org.br,7 às 18h,8 às 12h,A,CLINICA DA FAMILIA,2010/04/06 03:00:00+00,,6524486,d23bba41-3f87-41ec-979e-6d27e96bb6bb
-4848919.0582,-2622154.6708,846,6029825,SMS CMS CARLOS ALBERTO NASCIMENTO - AP 52,52,18 - CAMPO GRANDE,"PRACA MAJOR VIEIRA DE MELO, 0",CAMPO GRANDE,(21)2412-4310,ger.can.cap52@.iabas.org.br,7 às 18h,8 às 12h,B,CMS,2011/06/06 03:00:00+00,,6029825,acf69f91-e5ac-49e9-83b1-6dd7325664ad
-4817668.9407,-2619947.3946,847,6694101,SMS PADI SALGADO FILHO - AP 32,32,13 - MEIER,"RU ASANTA FE, S/N",MEIER,(21)2241-7442,faturamento.padiiabas@iabas.org.br,8 às 17h,-,-,HOSPITAL,2011/02/23 03:00:00+00,,6694101,ca510fb8-0fd7-40ef-a2b8-6ddd3d5a3cd5
-4860252.4373,-2630148.9413,848,6648371,SMS CF HANS JURGEN FERNANDO DOHMANN - AP 52,52,26 - GUARATIBA,"ESTRADA DO PIAI, S/N",GUARATIBA,(21)24176014,ger.hjfd.cap52@iabas.org.br,7 às 18h,8 às 12h,A,CLINICA DA FAMILIA,2010/10/24 02:00:00+00,,6648371,1af4b3d1-362f-43aa-afc8-6e782ba77ccf
-4814615.7918,-2618336.1749,849,9029354,SMS CAPS CARLOS AUGUSTO DA SILVA - MAGAL - AP 31,31,28 - JACAREZINHO,"AVENIDA DOM HELDER CAMARA, 1184",JACAREZINHO, ,capscarlosmagal@gmail.com,8 às 17h,-,-,CAPS,2016/08/01 03:00:00+00,,9029354,7ddc1f70-2b7b-411b-a9cb-6ee6d7598c53
-4813458.522,-2616732.8172,850,5476844,SMS CMS VILA DO JOAO - AP 31,31,30 - COMPLEXO DA MARE,"RUA 17, S/N",MARE,(21)31090006,usfviladojoao@vivario.org.br,7 às 18h,8 às 12h,B,CMS,2007/08/22 03:00:00+00,,5476844,c9a6ba18-9984-487c-aacb-6f8c69e4847b
-4814525.6559,-2612894.1446,851,2296551,SMS CMS AMERICO VELOSO - AP 31,31,30 - COMPLEXO DA MARE,"RUA GERSON FERREIRA, 100",MARE,25733643/989076113,cmsamericoveloso@vivario.org.br,7 às 18h,8 às 12h,B,CMS,1970/12/10 02:00:00+00,,2296551,d8e167b9-4c6d-436e-a894-6fce80eca0bb
-4830756.7899,-2627865.0174,852,7995520,SMS CF MAICON SIQUEIRA - AP 40,40,16 - JACAREPAGUA,"AVENIDA SALVADOR ALLENDE, S/N",JACAREPAGUA, ,ger.cfms@iabas.org.br,7 às 18h,8 às 12h,A,CLINICA DA FAMILIA,2016/09/01 03:00:00+00,,7995520,378f5fa3-8846-464c-aff4-7048211f944a
-4828065.9371,-2615069.4369,853,7108265,SMS CF DANTE ROMANO JUNIOR - AP 33,33,15 - MADUREIRA,"RUA CAROLINA MACHADO, S/N",MARECHAL HERMES,21 24896838,cfdanteromanojunior@gmail.com,7 às 18h,8 às 12h,A,CLINICA DA FAMILIA,2012/09/01 03:00:00+00,,7108265,d82ffce8-c744-406a-bbff-70e3f739d9f7
-4821081.3949,-2617376.7208,854,9045023,SMS CF OLGA PEREIRA PACHECO - AP 32,32,13 - MEIER,"RUA ANA QUINTAO, 348",PIEDADE,3795-5471,cfolgapacheco@gmail.com,7 às 18h,8 às 12h,A,CLINICA DA FAMILIA,2016/09/01 03:00:00+00,,9045023,5cf62356-5e64-4515-83b5-71b63eb55a82
-4811537.3967,-2629298.659,855,6694330,SMS PADI MIGUEL COUTO - AP 21,21,6 - LAGOA,"RUA MARIO RIBEIRO, 80",LAGOA,(21) 2540-5299,faturamento.padiiabas@iabas.org.br,8 às 17h,-,-,HOSPITAL,2011/02/11 02:00:00+00,,6694330,c80984da-21e7-4c29-95e2-71b93d42d9bb
-4819746.6276,-2618491.3977,856,7986505,SMS CF LUIZ CELIO PEREIRA - AP 32,32,13 - MEIER,"RUA DA ABOLICAO, 303",ABOLICAO,3795-3975,cflcpcap32@gmail.com,7 às 18h,8 às 12h,A,CLINICA DA FAMILIA,2016/06/01 03:00:00+00,,7986505,b3e33866-357e-44c4-aaf4-721a9cfbb65e
-4825980.9577,-2625152.6526,857,9127100,SMS CF JOSE NEVES - AP 40,40,16 - JACAREPAGUA,RUA QUINTANILHA SN,JACAREPAGUA,35238466,ger.cfjn.cap40@iabas.org.br,7 às 17h,8 às 12h,A,CLINICA DA FAMILIA,2018/08/06 03:00:00+00,,9127100,7c1cc32c-5795-4dab-b466-725c42b9ab15
-4826370.4004,-2612673.4251,858,9057722,SMS CF ADERSON FERNANDES - AP 33,33,15 - MADUREIRA,"RUA URURAI, S/N",HONORIO GURGEL,33613432,cfadersonfernandes@gmail.com,7 às 18h,-,A,CLINICA DA FAMILIA,2016/09/18 03:00:00+00,,9057722,bbebb4c3-3d05-41ce-8952-7296d5c1b4bc
-4810209.7612,-2608434.153,859,7166494,SMS HOSPITAL MUNICIPAL EVANDRO FREIRE - AP 31,31,20 - ILHA DO GOVERNADOR,"ESTRADA DO GALEAO, 2920",PORTUGUESA ILHA DO GOVERNADOR,21 38122400,kamila.conde@cejam.org.br,24h,24h,-,HOSPITAL,2013/02/07 02:00:00+00,,7166494,59d43f83-1830-4cfd-9800-72e52e67401a
-4809991.7252,-2622937.6512,860,2269953,SMS CMS SALLES NETTO - AP 10,10,3 - RIO COMPRIDO,"PRACA CONDESSA PAULO DE FRONTIN, 52",RIO COMPRIDO,32510686,hmsnetto@rio.rj.gov.br,7 às 18h,8 às 12h,B,CMS,2014/04/23 03:00:00+00,,2269953,fee39329-cc75-45ff-aa43-73a70130e398
-4835950.2444,-2615834.7219,861,9654151,SMS COORD DE EMERGENCIA REGIONAL CER REALENGO - AP 51,51,33 - REALENGO,"RUA NILOPOLIS, 329",REALENGO, , ,0 às 23h,0 às 23h,-,CER,2018/09/01 03:00:00+00,,9654151,875f9502-a6fe-4156-ae0f-73d0fd386fc3
-4849497.1506,-2618794.0398,862,6185045,SMS CAPSI JOAO DE BARRO - AP 52,52,18 - CAMPO GRANDE,"ESTRADA DO CAMPINHO, S/N",CAMPO GRANDE,3394-2668,capsijb@rio.rj.gov.br,8 às 17h,-,-,CAPS,2008/11/06 02:00:00+00,,6185045,0648e7fa-670e-4882-97a6-750fc2ebe3ab
-4825457.5074,-2620207.683,863,2708175,SMS POLICLINICA NEWTON BETHLEM - AP 40,40,16 - JACAREPAGUA,"RUA BARAO, 259",JACAREPAGUA,21 38337052,pnbethlem@rio.rj.gov.br,7 às 18h,8 às 12h,-,POLICLINICA,1969/08/28 03:00:00+00,,2708175,ec33b305-a5a7-4d77-88b0-77300cbe70b1
-4854174.864,-2618888.5466,864,2269562,SMS CMS MARIO RODRIGUES CID - AP 52,52,18 - CAMPO GRANDE,"RUA MATUREIA, S/N",COSMOS,(21)34024261,ger.mrc.cap52@iabas.org.br,7 às 18h,7 às 12h,B,CMS,1981/08/26 03:00:00+00,,2269562,fed401dc-7a50-48c8-831a-781718950960
-4827332.8006,-2630977.7425,865,7873565,SMS CF JOSE DE SOUZA HERDY - AP 40,40,24 - BARRA DA TIJUCA,"AVENIDA AYRTON SENNA, 2200",BARRA DA TIJUCA,35238635,ger.cfjsh.cap40@iabas.org.br,7 às 18h,8 às 12h,A,CLINICA DA FAMILIA,2016/05/25 03:00:00+00,,7873565,a417d2f7-4206-47cf-9253-7869221dd1c7
-4852983.3087,-2619827.9921,866,3567532,SMS CAPS PROFETA GENTILEZA - AP 52,52,18 - CAMPO GRANDE,"ESTRADA DE INHOAIBA, 849",INHOAIBA,34026835,capsgentileza@rio.rj.gov.br,8 às 17h,-,-,CAPS,2003/07/23 03:00:00+00,,3567532,89581d05-3a48-44e5-9ff6-79dcef57086e
-4819155.7213,-2615718.1108,867,6914152,SMS CF BIBI VOGEL - AP 32,32,12 - INHAUMA,"ESTRADA ADHEMAR BEBIANO, 3686",ENGENHO DA RAINHA,(21) 3251-7428,cfbibivogel@gmail.com,7 às 18h,8 às 12h,A,CLINICA DA FAMILIA,2011/11/29 02:00:00+00,,6914152,e2e7fd91-db30-4352-bc18-7a0e576c51d4
-4819025.1933,-2612419.5902,868,5179726,SMS CF ALOYSIO AUGUSTO NOVIS - AP 31,31,11 - PENHA,"AVENIDA BRAS DE PINA, 651",PENHA CIRCULAR,8440-4562,cfaloysionovis@vivario.org.br,7 às 18h,8 às 12h,A,CLINICA DA FAMILIA,2011/10/26 02:00:00+00,,5179726,b32eddb7-ebe5-4487-8c9b-7af20cb0e0fd
-4821375.6201,-2618860.5831,869,5423430,SMS CAPSI MARIA CLARA MACHADO - AP 32,32,13 - MEIER,"RUA GOMES SERPA, 49",PIEDADE,31117509,capsimariaclara@rio.rj.gov.br,8 às 17h,-,-,CAPS,2007/05/07 03:00:00+00,,5423430,e500a4ad-be77-43c1-b3d1-7b1c37bca724
-4851123.6291,-2616606.7435,870,9061398,SMS CF MEDALHISTA OLIMPICO BRUNO SCHMIDT - AP 52,52,18 - CAMPO GRANDE,"RUA MANOEL JULIAO DE MEDEIROS, S/N",CAMPO GRANDE,(21)35238505,ger.cfmobs.cap52@iabas.org.br,7 às 18h,8 às 12h,A,CLINICA DA FAMILIA,2016/09/17 03:00:00+00,,9061398,e1e2edd6-be59-44a0-8450-7bcc9d703456
-4814035.6576,-2630316.9711,871,2270072,SMS CMS DR ALBERT SABIN - AP 21,21,27 - ROCINHA,"ESTRADA DA GAVEA, 250",ROCINHA,(21) 3204-6088,sfalbertsabin@vivario.org.br,7 às 17h,8 às 12h,B,CMS,2011/01/20 02:00:00+00,,2270072,bc8254f1-c67e-4955-858c-7cf0cf4a2368
-4820201.5052,-2620364.4198,872,6631169,SMS UPA 24 H ENGENHO DE DENTRO - AP 32,32,13 - MEIER,"RUA BERNARDO, S/N",ENGENHO DE DENTRO,25920-502,dp.upaengenhodedentro@cvbsaude.org,24h,24h,-,UPA,2010/10/15 03:00:00+00,,6631169,04cf7730-a02a-44d0-a5d8-7ddffd5ff570
-4813415.3591,-2621777.2019,873,7638086,SMS CF PEDRO ERNESTO - AP 22,22,9 - VILA ISABEL,"RUA VINTE E OITO DE SETEMBRO, 109",VILA ISABEL,25685515,gerencia.cfpedroernesto@gmail.com,7 às 17h,-,A,CLINICA DA FAMILIA,2014/11/24 02:00:00+00,,7638086,89944174-f447-4056-975a-7e6cd0413a71
-4859726.9848,-2623737.7456,874,6671020,SMS CF EDSON ABDALLA SAAD - AP 53,53,19 - SANTA CRUZ,"AVENIDA CESARIO DE MELO, 25",SANTA CRUZ,(21)33655365,cfeas.cap53@gmail.com,7 às 18h,-,A,CLINICA DA FAMILIA,2010/12/05 02:00:00+00,,6671020,99d7fd47-48c4-4d63-a5f1-7feb9694c1c6
-4825113.9111,-2617770.7965,875,6661904,SMS UPA 24H MADUREIRA - AP 33,33,15 - MADUREIRA,"PRACA DOS LAVRADORES, S/N",MADUREIRA,33582994, ,24h,24h,-,UPA,2010/09/23 03:00:00+00,,6661904,cbd1fc3b-47c9-4509-b720-8035c76be0f6
-4858933.1135,-2629071.8471,876,3567567,SMS CF ALKINDAR SOARES PEREIRA FILHO - AP 52,52,26 - GUARATIBA,"ESTRADA DA PEDRA, S/N",GUARATIBA,(21)34018794,ger.aspf.cap52@iabas.org.br,7 às 18h,8 às 12h,A,CLINICA DA FAMILIA,2011/02/18 02:00:00+00,,3567567,84d3bac0-f513-4f40-8e64-80440ef2131b
-4815517.8254,-2623530.7295,877,9067078,SMS CF ODALEA FIRMO DUTRA - AP 22,22,9 - VILA ISABEL,"RUA BOTUCATU, 633",GRAJAU,21468722,gerencia.cf.odaleafirmodutra@gmail.com,7 às 18h,-,A,CLINICA DA FAMILIA,2018/02/20 03:00:00+00,,9067078,88b10d4e-65dd-48c2-938d-80d0a50ee5e0
-4839831.6514,-2630398.8996,878,2270013,SMS CMS CECILIA DONNANGELO - AP 40,40,24 - BARRA DA TIJUCA,"ESTRADA DOS BANDEIRANTES, 21136",VARGEM PEQUENA,(21)33250300,pscdonnangelo@rio.rj.gov.br,7 às 18h,8 às 12h,C,CMS,1948/06/16 03:00:00+00,,2270013,73a2db91-13c8-49b1-bcca-80fd3c190790
-4816925.143,-2612940.3752,879,5240832,SMS CAPS FERNANDO DINIZ - AP 31,31,11 - PENHA,"RUA LEOPOLDINA REGO, 754",OLARIA,21-3867-1319,capsfdiniz@gmail.com,8 às 17h,-,-,CAPS,2007/01/25 02:00:00+00,,5240832,37b85f9d-3dbb-4c33-9312-82e83af16b3e
-4828697.6652,-2612919.1023,880,7021771,SMS CF RAIMUNDO ALVES NASCIMENTO - AP 33,33,22 - ANCHIETA,"RUA MARCOS DE MACEDO, S/N",GUADALUPE,21 31070882,cfraimundoalvesnascimento@gmail.com,7 às 18h,8 às 12h,A,CLINICA DA FAMILIA,2012/07/04 03:00:00+00,,7021771,be83375a-68ef-4f45-bc20-8379864c0253
-4827413.798,-2631384.5609,881,7063679,SMS PADI LOURENCO JORGE - AP 40,40,24 - BARRA DA TIJUCA,"AV AYRTON SENNA, 2000",BARRA DA TIJUCA,(21)2507-1290,faturamento.padiiabas@iabas.org.br,7 às 19h,-,-,HOSPITAL,2012/08/01 03:00:00+00,,7063679,2f70521c-46e2-42b8-a62f-838f2eb02bbd
-4814698.8239,-2618209.612,882,6514022,SMS CF VICTOR VALLA - AP 31,31,28 - JACAREZINHO,"AVENIDA DOM HELDER CAMARA, 1390",JACAREZINHO,(21)25811063,csfvictorvalla@gmail.com,7 às 18h,7 às 12h,A,CLINICA DA FAMILIA,2010/04/13 03:00:00+00,,6514022,617f42d4-7397-40f8-b051-861348c484a3
-4822345.1217,-2612649.1662,883,3403238,SMS CAPS RUBENS CORREA - AP 33,33,14 - IRAJA,"RUA CAPITAO ALIATAR MARTINS, 231",IRAJA,021 38333340,capsrubenscorrea@rio.rj.gov.br,8 às 18h,-,-,CAPS,1996/07/30 03:00:00+00,,3403238,00c598cb-07f7-40f1-8660-880fcf86d37e
-4844447.0977,-2622712.2575,884,2269511,SMS CMS GARFIELD DE ALMEIDA - AP 52,52,18 - CAMPO GRANDE,"RUA GENERAL PAULO DE OLIVEIRA, 226",CAMPO GRANDE,(21) 33940860,psgalmeida@rio.rj.gov.br,7 às 17h,8 às 12h,C,CMS,1982/02/16 03:00:00+00,,2269511,fb7fb6f7-1eb1-467a-8801-8a4bb32ce26b
-4823572.7187,-2612126.6834,885,2269309,SMS CMS CARLOS CRUZ LIMA - AP 33,33,14 - IRAJA,"ESTRADA DO COLEGIO, 983",COLEGIO,21 24733707,cmsprofcarloscruzlima@gmail.com,7 às 18h,-,B,CMS,2005/06/29 03:00:00+00,,2269309,e8ccdf41-77ab-4c05-8fd0-8a87f6645d86
-4817252.8729,-2621498.6967,886,2280744,SMS CMS CARLOS GENTILLE DE MELLO - AP 32,32,13 - MEIER,"RUA BICUIBA, 181",ENGENHO NOVO,21-20881019,psfcgm@gmail.com,7 às 18h,8 às 12h,C,CMS,1984/06/23 03:00:00+00,,2280744,4dded70c-f810-43b3-8e0e-8ac440a9cd4c
-4816204.995,-2614447.9539,887,9107835,SMS CF VALTER FELISBINO DE SOUZA - AP 31,31,10 - RAMOS,"RUA DIOMEDES TROTA, 259",RAMOS,(21) 2260-2972,rhvalterfelisbinodesouza@vivario.org.br,7 às 18h,8 às 12h,A,CLINICA DA FAMILIA,2016/11/25 02:00:00+00,,9107835,997d61d7-9604-40f9-8db6-8bc28e83ae26
-4820794.8063,-2615527.8708,888,6681379,SMS CF HERBERT JOSE DE SOUZA - AP 32,32,12 - INHAUMA,"AVENIDA PASTOR MARTIN LUTHER KING JUNIOR, 4776",TOMAS COELHO,(21) 3352-4528,csfhjs.rj@gmail.com,7 às 18h,8 às 12h,A,CLINICA DA FAMILIA,2011/01/11 02:00:00+00,,6681379,d8590912-4bf4-4a32-ba94-8bfefa52c315
-4816762.2656,-2612892.2543,889,9391983,SMS CMS JOSE PARANHOS FONTENELLE - AP 31,31,11 - PENHA,"RUA LEOPOLDINA REGO, 700",PENHA,(21)3111-6925,cmsjpf@gmail.com,7 às 18h,8 às 12h,B,CMS,2018/01/24 02:00:00+00,,9391983,38a4f889-3fbb-4ae5-ad43-8c92c0624759
-4816751.5212,-2612871.7296,890,2296527,SMS POLICLINICA JOSE PARANHOS FONTENELLE - AP 31,31,11 - PENHA,"RUA LEOPOLDINA REGO, 700",PENHA,(21)31116925,pfontenelle@rio.rj.gov.br,7 às 18h,8 às 12h,-,POLICLINICA,1941/09/13 03:00:00+00,,2296527,53a7eab7-93ad-41c5-b810-8d4845d5222c
-4806476.6118,-2621026.8088,891,2280299,SMS POLICLINICA ANTONIO RIBEIRO NETTO - AP 10,10,2 - CENTRO,"AV TREZE DE MAIO, 23",CENTRO,(21)22206286,pamarneto@rio.rj.gov.br,7 às 19h,-,-,POLICLINICA,1999/11/10 02:00:00+00,,2280299,c67996cb-b21a-401f-9588-908e49c39129
-4838072.5995,-2630793.6227,892,5465877,SMS CMS NOVO PALMARES - AP 40,40,24 - BARRA DA TIJUCA,"RUA JACARANDA, 16",VARGEM PEQUENA,(21)24426735,ger.novopalmares.cap40@iabas.org.br,7 às 17h,-,B,CMS,2006/07/15 03:00:00+00,,5465877,b7fd777c-0a60-444f-a95a-90992db5fa64
-4813633.8035,-2620414.2081,893,5598435,SMS CMS TIA ALICE - AP 32,32,13 - MEIER,"R SANTOS MELLO, 73",SAO FRANCISCO XAVIER,(21) 2218-2795,psfm.rj@gmail.com,7 às 18h,8 às 12h,B,CMS,2011/04/15 03:00:00+00,,5598435,a2108ebe-27f0-449e-92e3-914733664195
-4863372.5611,-2622273.813,894,2280191,SMS POLICLINICA LINCOLN DE FREITAS FILHO - AP 53,53,19 - SANTA CRUZ,"RUA ALVARO ALBERTO, 601",SANTA CRUZ,(21)33954129,plff.cap53@gmail.com,7 às 18h,7 às 12h,-,POLICLINICA,1948/06/16 03:00:00+00,,2280191,726d020d-1b24-4c34-9fd4-91a612de3255
-4813454.8183,-2614515.9263,895,9442251,SMS CF JEREMIAS MORAES DA SILVA - AP 31,31,30 - COMPLEXO DA MARE,"RUA TEIXEIRA RIBEIRO, S/N",MARE,99652-5686,cfjeremiasmoraes@vivario.org.br,7 às 17h,8 às 12h,A,CLINICA DA FAMILIA,2018/03/02 03:00:00+00,,9442251,f67efa24-988a-463a-b546-93437034f69a
-4821446.4094,-2630978.5441,896,6784720,SMS CMS ITANHANGA - AP 40,40,24 - BARRA DA TIJUCA,"ESTRADA DO ITANHANGA, 270",ITANHANGA,(21)31394904,ger.itanhanga.cap40@iabas.org.br,7 às 17h,-,B,CMS,2011/05/01 03:00:00+00,,6784720,fe3a533e-83fc-4205-b850-93fee5f8d269
-4825455.2788,-2610933.3114,897,5717256,SMS HOSPITAL MUNICIPAL RONALDO GAZOLLA - AP 33,33,25 - PAVUNA,"AV PASTOR MARTIN LUTHER KING, 10976",ACARI,24719557,hospitalronaldogazolla.riosaude@gmail.com,24h,24h,-,HOSPITAL,2008/04/03 03:00:00+00,,5717256,68ff4c46-386c-48b6-9ae4-946bbee13fbe
-4818974.3278,-2609903.0204,898,2269902,SMS CMS JOSE BREVES DOS SANTOS - AP 31,31,31 - VIGARIO GERAL,"RUA MAR GRANDE, 10",CORDOVIL,995485322,psjosebreves@vivario.org.br,7 às 18h,8 às 12h,B,CMS,1979/02/26 03:00:00+00,,2269902,fb389eba-ddec-4a55-a3c9-94ddee06e668
-4798765.8382,-2603293.1647,899,2277301,SMS CMS MANOEL ARTHUR VILLABOIM - AP 10,10,21-  PAQUETA,"PRACA BOM JESUS, 40",PAQUETA,(21)33970123,crisneves007@gmail.com,24h,24h,B,CMS,2001/03/21 03:00:00+00,,2277301,76d91a17-27a5-4120-b237-94e7c6327793
-4858298.1212,-2622092.4285,900,6572014,SMS CF LOURENCO DE MELLO - AP 53,53,19 - SANTA CRUZ,"RUA CORONEL TITO PORTO CARRERO, S/N",PACIENCIA,(21)34277068,cflm.cap53@gmail.com,7 às 18h,7 às 12h,A,CLINICA DA FAMILIA,2010/07/18 03:00:00+00,,6572014,6ca30296-82e7-4de1-9363-94f2e6449821
-4812547.0139,-2620931.7143,901,2277271,SMS INST DE MEDICINA VETERINARIA JORGE VAITSMAN - AP10,10,7 - SAO CRISTOVAO,"AV. BARTOLOMEU DE GUSMAO, 1120",SAO CRISTOVAO,(21) 3872-6080, ,8 às 17h,8 às 11h,-,CENTRO DE REFERENCIA,2002/03/21 03:00:00+00,,2277271,79b7646d-f3f2-4287-9040-95f1083d6659
-4811889.5402,-2619342.9332,902,2270714,SMS RIO HOSPITAL MATERNIDADE FERNANDO MAGALHAES,10,7 - SAO CRISTOVAO,"GENERAL JOSE CRISTINO, 87",SAO CRISTOVAO, , ,24h,24h,-,HOSPITAL,1955/02/18 03:00:00+00,,2270714,ba210738-bf8e-4220-a8fa-9601019c1347
-4856333.085,-2622827.8243,903,2273586,SMS CMS EMYDIO CABRAL - AP 53,53,19 - SANTA CRUZ,"RUA IEDA SANTOS DELGADO, 3",PACIENCIA,(21)33145159,cmsec.cap53@gmail.com,7 às 18h,7 às 12h,B,CMS,1988/09/19 03:00:00+00,,2273586,69b2d7ad-f6ed-43b0-9717-9689dfea224f
-4865128.2826,-2620762.0158,904,6598544,SMS UPA 24 H JOAO XXIII - AP 53,53,19 - SANTA CRUZ,"AV. JOAO XXIII, S/N",SANTA CRUZ,24165719/31575411,flavia.pereirarj@spdm-pais.org.br,24h,24h,-,UPA,2010/08/01 03:00:00+00,,6598544,38443102-3b5a-49ff-888f-973d859bc251
-4826800.7456,-2622324.6977,905,2296543,SMS CMS JORGE SALDANHA BANDEIRA DE MELLO - AP40,40,16 - JACAREPAGUA,"AVENIDA GEREMARIO DANTAS, 135",TANQUE,21 3392-0050,cmsjsbmello@rio.rj.gov.br,7 às 18h,8 às 12h,C,CMS,1969/08/28 03:00:00+00,,2296543,ec604fd1-735b-4d37-8dde-97e5c93029cb
-4817145.2156,-2613980.7646,906,9075143,SMS CF KLEBEL DE OLIVEIRA ROCHA - AP 31,31,10 - RAMOS,"PRACA CLOMIR TELES CERBINO, S/N",OLARIA, ,cfklebeldeoliveirarocha@vivario.org.br,7 às 18h,7 às 12h,A,CLINICA DA FAMILIA,2016/11/26 02:00:00+00,,9075143,2f6de65c-1839-4344-8a9b-983c7fdb6c4e
-4841031.1014,-2615102.6218,907,7874162,SMS CF WILSON MELLO SANTOS ( ZICO) - AP51,51,17 - BANGU,"ESTRADA SARGENTO MIGUEL FILHO, S/N",VILA KENNEDY,2405-2099,ger.cfwms.cap51@iabas.org.br,8 às 17h,8 às 12h,A,CLINICA DA FAMILIA,2015/12/09 02:00:00+00,,7874162,9a16e533-5a62-4e85-81cd-98498ce38a24
-4824353.3086,-2610954.0739,908,5044685,SMS CF ENFERMEIRA EDMA VALADAO - AP 33,33,25 - PAVUNA,"AV. BRASIL, 18.476",ACARI,21 33621064,psfedma@yahoo.com.br,7 às 18h,8 às 12h,A,CLINICA DA FAMILIA,2016/11/10 02:00:00+00,,5044685,b6d6a94a-43b2-487b-a31e-999c38c70cab
-4863277.2904,-2621483.4705,909,6995462,SMS HOSPITAL MUNICIPAL PEDRO II - AP 53,53,19 - SANTA CRUZ,"RUA DO PRADO, 325",SANTA CRUZ,3365 5201,cnes.hmp2@spdm-pais.org.br,24h,24h,-,HOSPITAL,2012/06/07 03:00:00+00,,6995462,e534efc9-8f98-480d-a6e6-99f9978e6281
-4807999.1022,-2620908.6197,910,6716911,SMS COORD DE EMERGENCIA REGIONAL CER CENTRO - AP 10,10,2 - CENTRO,"RUA FREI CANECA, S/N",CENTRO,21-25071311,cercentro.faturamento@gmail.com,24h,24h,-,CER,2012/05/01 03:00:00+00,,6716911,cbf6e061-a855-4ead-945d-9a13d5b5b0cc
-4820349.8123,-2611288.5616,911,9016805,SMS CF NILDA CAMPOS DE LIMA - AP 31,31,31 - VIGARIO GERAL,"RUA OLIVEIRA MELO, S/N",CORDOVIL,21 2485-1960,cfnildacamposdelima@vivario.org.br,7 às 18h,8 às 12h,A,CLINICA DA FAMILIA,2016/07/21 03:00:00+00,,9016805,7c97bc39-8b55-4856-8818-9cbf32f95365
-4811504.1653,-2617019.3499,912,2277298,SMS CMS FERNANDO A BRAGA LOPES CAJU - AP 10,10,1 - PORTUARIA,"RUA CARLOS SEIDL, 785",CAJU,(21) 3890-4323,cajupsf@gmail.com,7 às 18h,-,B,CMS,2007/11/29 02:00:00+00,,2277298,2ad1a2a2-8e15-4767-91ae-9cd71c22069b
-4827024.6076,-2612824.9604,913,7892802,SMS CF ADOLFO FERREIRA DE CARVALHO - AP 33,33,25 - PAVUNA,"ESTRADA JOAO PAULO, 1007",BARROS FILHO,3106-8864,cfadolfofcarvalho@gmail.com,7 às 18h,8 às 12h,A,CLINICA DA FAMILIA,2016/01/23 02:00:00+00,,7892802,02c65ec4-aa7e-4a23-a1ce-9ebe8cdf090b
-4825477.1553,-2610942.2393,914,6029965,SMS CF MARCOS VALADAO - AP 33,33,25 - PAVUNA,"AV. PASTOR MARTIN LUTHER KING JR, 10976",ACARI,21 33732253,clinicadafamiliamarcosvaladao@gmail.com,7 às 18h,8 às 12h,A,CLINICA DA FAMILIA,2011/07/15 03:00:00+00,,6029965,b0e56d51-216b-4391-a43b-9fb4f6d9aa29
-4818292.2025,-2618961.8847,915,5874408,SMS CAPS TORQUATO NETO - AP 32,32,13 - MEIER,"RUA HONORIO, 461",INHAUMA,(21) 20881110,cap_torquatoneto@smsdc.rio.rj.gov.br,8 às 17h,-,-,CAPS,2008/06/12 03:00:00+00,,5874408,db6756c4-8a18-4b8c-bc1e-a0220a271be7
